fasta,name,organism,source,accession,genome_assembly
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_901001135.2.fa.gz,aRhiBiv1.2,Rhinatrema bivittatum,VGP,GCA_901001135.2,aRhiBiv1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_030035675.1.fa.gz,rRhiFlo1.hap2,Rhineura floridana,VGP,GCF_030035675.1,rRhiFlo1.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048301585.1.fa.gz,ASM4830158v1,Rhinogobio nasutus,VGP,GCA_048301585.1,ASM4830158v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_043728065.1.fa.gz,ASM4372806v1,Rhinolophus affinis,VGP,GCA_043728065.1,ASM4372806v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_014108255.1.fa.gz,mRhiFer1.p,Rhinolophus ferrumequinum,VGP,GCA_014108255.1,mRhiFer1.p
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_004115265.2.fa.gz,mRhiFer1_v1.p,Rhinolophus ferrumequinum,VGP,GCF_004115265.2,mRhiFer1_v1.p
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964194185.1.fa.gz,mRhiHip2.hap1.1,Rhinolophus hipposideros,VGP,GCA_964194185.1,mRhiHip2.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_043748575.1.fa.gz,ASM4374857v1,Rhinolophus perniger lanosus,VGP,GCA_043748575.1,ASM4374857v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_043728145.1.fa.gz,ASM4372814v1,Rhinolophus trifoliatus,VGP,GCA_043728145.1,ASM4372814v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_043880425.1.fa.gz,ASM4388042v1,Rhinolophus yonghoiseni,VGP,GCA_043880425.1,ASM4388042v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_037306005.1.fa.gz,aRhiDor1.hap1,Rhinophrynus dorsalis,VGP,GCA_037306005.1,aRhiDor1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_043880545.1.fa.gz,ASM4388054v1,Rhinopoma microphyllum,VGP,GCA_043880545.1,ASM4388054v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_043290085.1.fa.gz,mRhyPet1.hap1,Rhynchocyon petersi,VGP,GCA_043290085.1,mRhyPet1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_037038545.1.fa.gz,mRhyNas2.hap1,Rhynchonycteris naso,VGP,GCA_037038545.1,mRhyNas2.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_028500815.1.fa.gz,bRisTri1.patW.cur.20221130,Rissa tridactyla,VGP,GCF_028500815.1,bRisTri1.patW.cur.20221130
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_014176215.1.fa.gz,mRouAeg1.p,Rousettus aegyptiacus,VGP,GCF_014176215.1,mRouAeg1.p
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_036850765.1.fa.gz,mSacBil1_pri_phased_curated,Saccopteryx bilineata,VGP,GCF_036850765.1,mSacBil1_pri_phased_curated
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_036850995.1.fa.gz,mSacLep1_pri_phased_curated,Saccopteryx leptura,VGP,GCF_036850995.1,mSacLep1_pri_phased_curated
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048565385.1.fa.gz,mSaiBol1.pri,Saimiri boliviensis,VGP,GCA_048565385.1,mSaiBol1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_902148845.1.fa.gz,fSalaFa1.1,Salarias fasciatus,VGP,GCF_902148845.1,fSalaFa1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_030463535.1.fa.gz,fSalBra1.hap2,Salminus brasiliensis,VGP,GCF_030463535.1,fSalBra1.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_901001165.2.fa.gz,fSalTru1.2,Salmo trutta,VGP,GCA_901001165.2,fSalTru1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_036784965.1.fa.gz,fSalAlp2_p1.0,Salvelinus alpinus oquassa,VGP,GCA_036784965.1,fSalAlp2_p1.0
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048593225.1.fa.gz,ASM4859322v1,Sarcophilus harrisii,VGP,GCA_048593225.1,ASM4859322v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_902635505.1.fa.gz,mSarHar1.11,Sarcophilus harrisii,VGP,GCF_902635505.1,mSarHar1.11
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_037962945.1.fa.gz,bSarPap1.hap1,Sarcoramphus papa,VGP,GCA_037962945.1,bSarPap1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_963854185.1.fa.gz,fSarPil1.1,Sardina pilchardus,VGP,GCF_963854185.1,fSarPil1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964197995.1.fa.gz,fScaEry2.hap1.1,Scardinius erythrophthalmus,VGP,GCA_964197995.1,fScaEry2.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_020382885.2.fa.gz,fScaArg1.pri,Scatophagus argus,VGP,GCF_020382885.2,fScaArg1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_902686445.1.fa.gz,mSciCar1.2,Sciurus carolinensis,VGP,GCF_902686445.1,mSciCar1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_902686455.2.fa.gz,mSciVul1.2,Sciurus vulgaris,VGP,GCA_902686455.2,mSciVul1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_900964775.1.fa.gz,fSclFor1.1,Scleropages formosus,VGP,GCF_900964775.1,fSclFor1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_027409825.1.fa.gz,fScoJap1.pri,Scomber japonicus,VGP,GCF_027409825.1,fScoJap1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_963691925.1.fa.gz,fScoSco1.1,Scomber scombrus,VGP,GCF_963691925.1,fScoSco1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963854745.1.fa.gz,fScoMax1.1,Scophthalmus maximus,VGP,GCA_963854745.1,fScoMax1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_902713615.2.fa.gz,sScyCan1.2,Scyliorhinus canicula,VGP,GCA_902713615.2,sScyCan1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_043250625.1.fa.gz,fSebFas1.pri,Sebastes fasciatus,VGP,GCA_043250625.1,fSebFas1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_015220745.1.fa.gz,fSebUmb1.pri,Sebastes umbrosus,VGP,GCF_015220745.1,fSebUmb1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_021292165.1.fa.gz,IOZ_Scro_1.0,Shinisaurus crocodilurus,VGP,GCA_021292165.1,IOZ_Scro_1.0
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048593235.1.fa.gz,ASM4859323v1,Sminthopsis crassicaudata,VGP,GCA_048593235.1,ASM4859323v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_958295425.1.fa.gz,fSolSol10.1,Solea solea,VGP,GCF_958295425.1,fSolSol10.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_027595985.1.fa.gz,mSorAra2.pri,Sorex araneus,VGP,GCF_027595985.1,mSorAra2.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_900880675.2.fa.gz,fSpaAur1.2,Sparus aurata,VGP,GCA_900880675.2,fSpaAur1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_027358695.1.fa.gz,aSpeBom1.2.pri,Spea bombifrons,VGP,GCF_027358695.1,aSpeBom1.2.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964194105.1.fa.gz,mSpeCit3.1,Spermophilus citellus,VGP,GCA_964194105.1,mSpeCit3.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_902148855.1.fa.gz,fSphaOr1.1,Sphaeramia orbicularis,VGP,GCF_902148855.1,fSphaOr1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048126635.1.fa.gz,SpiSpi1_v1.hap1,Spinachia spinachia,VGP,GCA_048126635.1,SpiSpi1_v1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963457725.1.fa.gz,fSprSpr1.1,Sprattus sprattus,VGP,GCA_963457725.1,fSprSpr1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_030684315.1.fa.gz,sSteTig4.hap1,Stegostoma tigrinum,VGP,GCF_030684315.1,sSteTig4.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_009819605.1.fa.gz,bSteHir1.pri,Sterna hirundo,VGP,GCA_009819605.1,bSteHir1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_032164245.1.fa.gz,rSteOdo2_p1.0,Sternotherus odoratus,VGP,GCA_032164245.1,rSteOdo2_p1.0
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964273445.1.fa.gz,bStrDea1.hap1.1,Streptopelia decaocto,VGP,GCA_964273445.1,bStrDea1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_901699155.2.fa.gz,bStrTur1.2,Streptopelia turtur,VGP,GCA_901699155.2,bStrTur1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_004027225.2.fa.gz,bStrHab1.2.pri,Strigops habroptila,VGP,GCF_004027225.2,bStrHab1.2.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_031877795.1.fa.gz,bStrAlu1.hap1,Strix aluco,VGP,GCA_031877795.1,bStrAlu1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_040807025.1.fa.gz,bStrCam1.hap1,Struthio camelus,VGP,GCF_040807025.1,bStrCam1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_024139225.1.fa.gz,mSunEtr1.pri.cur,Suncus etruscus,VGP,GCF_024139225.1,mSunEtr1.pri.cur
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048338725.1.fa.gz,T2T_pig1.0,Sus scrofa,VGP,GCA_048338725.1,T2T_pig1.0
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_009819655.1.fa.gz,bSylAtr1.pri,Sylvia atricapilla,VGP,GCF_009819655.1,bSylAtr1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_014839755.1.fa.gz,bSylBor1.pri,Sylvia borin,VGP,GCA_014839755.1,bSylBor1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_028878055.3.fa.gz,NHGRI_mSymSyn1-v2.1_pri,Symphalangus syndactylus,VGP,GCF_028878055.3,NHGRI_mSymSyn1-v2.1_pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048128725.1.fa.gz,fSymNem1.1_haplotype_1,Symphorus nematophorus,VGP,GCA_048128725.1,fSymNem1.1_haplotype_1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_044231675.1.fa.gz,ASM4423167v1,Synchiropus picturatus,VGP,GCA_044231675.1,ASM4423167v1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_901709675.1.fa.gz,fSynAcu1.2,Syngnathus acus,VGP,GCF_901709675.1,fSynAcu1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048301445.1.fa.gz,SynTyp1_v1.hap1,Syngnathus typhle,VGP,GCA_048301445.1,SynTyp1_v1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_015852505.1.fa.gz,mTacAcu1.pri,Tachyglossus aculeatus,VGP,GCF_015852505.1,mTacAcu1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_048771995.1.fa.gz,bTaeGut7.mat,Taeniopygia guttata,VGP,GCA_048771995.1,bTaeGut7.mat
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_003957565.2.fa.gz,bTaeGut1.4.pri,Taeniopygia guttata,VGP,GCF_003957565.2,bTaeGut1.4.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_901000725.3.fa.gz,fTakRub1.3,Takifugu rubripes,VGP,GCA_901000725.3,fTakRub1.3
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964194135.1.fa.gz,mTalEur1.hap1.1,Talpa europaea,VGP,GCA_964194135.1,mTalEur1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_023851605.1.fa.gz,mTamTet1.pri,Tamandua tetradactyla,VGP,GCA_023851605.1,mTamTet1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_031878705.1.fa.gz,mTapInd1.hap2,Tapirus indicus,VGP,GCA_031878705.1,mTapInd1.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_009769465.1.fa.gz,bTauEry1.pri,Tauraco erythrolophus,VGP,GCA_009769465.1,bTauEry1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_910589615.1.fa.gz,fTauBub2.1,Taurulus bubalis,VGP,GCA_910589615.1,fTauBub2.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_020745685.1.fa.gz,fTauAds1.pri.cur,Tautogolabrus adspersus,VGP,GCA_020745685.1,fTauAds1.pri.cur
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_933228915.1.fa.gz,fTelBon1.1,Telmatherina bonti,VGP,GCA_933228915.1,fTelBon1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_902500255.1.fa.gz,fThaAma1.1,Thalassophryne amazonica,VGP,GCF_902500255.1,fThaAma1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_965202585.1.fa.gz,ktThaDemo2.hap1.1,Thalia democratica,VGP,GCA_965202585.1,ktThaDemo2.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_009769535.1.fa.gz,rThaEle1.pri,Thamnophis elegans,VGP,GCF_009769535.1,rThaEle1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_020745775.1.fa.gz,bTheCae1.pri.cur,Theristicus caerulescens,VGP,GCA_020745775.1,bTheCae1.pri.cur
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_031878675.1.fa.gz,mThoBot2.hap1,Thomomys bottae,VGP,GCA_031878675.1,mThoBot2.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_914725855.1.fa.gz,fThuAlb1.1,Thunnus albacares,VGP,GCF_914725855.1,fThuAlb1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_910596095.1.fa.gz,fThuMac1.1,Thunnus maccoyii,VGP,GCF_910596095.1,fThuMac1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_963924715.1.fa.gz,fThuThy2.1,Thunnus thynnus,VGP,GCF_963924715.1,fThuThy2.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_035046505.1.fa.gz,rTilSci1.hap2,Tiliqua scincoides,VGP,GCA_035046505.1,rTilSci1.hap2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_017976425.1.fa.gz,fToxJac2.pri,Toxotes jaculatrix,VGP,GCF_017976425.1,fToxJac2.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_905171665.2.fa.gz,fTraTra1.2,Trachurus trachurus,VGP,GCA_905171665.2,fTraTra1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_046562895.1.fa.gz,mTriInu1 haplotype 2,Trichechus inunguis,VGP,GCA_046562895.1,mTriInu1 haplotype 2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_030014385.1.fa.gz,fTriRos1.hap1,Trichomycterus rosablanca,VGP,GCF_030014385.1,fTriRos1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_011100635.1.fa.gz,mTriVul1.pri,Trichosurus vulpecula,VGP,GCF_011100635.1,mTriVul1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_963675345.1.fa.gz,kaTriClin1.1,Trididemnum clinides,VGP,GCA_963675345.1,kaTriClin1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964204655.1.fa.gz,aTriCri1.1,Triturus cristatus,VGP,GCA_964204655.1,aTriCri1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_020746105.1.fa.gz,bTroSur1.pri.cur,Trogon surrucura,VGP,GCA_020746105.1,bTroSur1.pri.cur
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_045843805.1.fa.gz,mUroPar1.hap1,Urocitellus parryii,VGP,GCA_045843805.1,mUroPar1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_965231255.1.fa.gz,bVanVan1.hap1.1,Vanellus vanellus,VGP,GCA_965231255.1,bVanVan1.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_026979555.1.fa.gz,bVidCha1 purged dups haplotype,Vidua chalybeata,VGP,GCA_026979555.1,bVidCha1 purged dups haplotype
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_026979565.1.fa.gz,bVidCha1 merged haplotype,Vidua chalybeata,VGP,GCF_026979565.1,bVidCha1 merged haplotype
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964194415.1.fa.gz,rVipBer3.hap1.1,Vipera berus,VGP,GCA_964194415.1,rVipBer3.hap1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_964106825.2.fa.gz,mVulVul1.hap1.2,Vulpes vulpes,VGP,GCA_964106825.2,mVulVul1.hap1.2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_045364795.1.fa.gz,bWilVid1 haplotype 1,Willisornis vidua,VGP,GCA_045364795.1,bWilVid1 haplotype 1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_014839995.1.fa.gz,fXenCan1.pri,Xenentodon cancila,VGP,GCA_014839995.1,fXenCan1.pri
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_038501925.1.fa.gz,aXenPet1.paternal.cur,Xenopus petersii,VGP,GCA_038501925.1,aXenPet1.paternal.cur
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_009762305.2.fa.gz,mZalCal1.pri.v2,Zalophus californianus,VGP,GCF_009762305.2,mZalCal1.pri.v2
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_960531495.1.fa.gz,fZeuFab8.1,Zeus faber,VGP,GCA_960531495.1,fZeuFab8.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_047830755.1.fa.gz,bZonAlb1.hap1,Zonotrichia albicollis,VGP,GCA_047830755.1,bZonAlb1.hap1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCF_963506605.1.fa.gz,rZooViv1.1,Zootoca vivipara,VGP,GCF_963506605.1,rZooViv1.1
/project/shefflab/brickyard/datasets_downloaded/refgenomes_fasta/fasta/vgp/fasta/GCA_965231275.1.fa.gz,bZosLat1.hap1.1,Zosterops lateralis,VGP,GCA_965231275.1,bZosLat1.hap1.1
